Filename,adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_2_all_sent,adjacent_overlap_2_all_sent_div_seg,adjacent_overlap_binary_2_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_cw_sent_div_seg,adjacent_overlap_binary_cw_sent,adjacent_overlap_2_cw_sent,adjacent_overlap_2_cw_sent_div_seg,adjacent_overlap_binary_2_cw_sent,adjacent_overlap_fw_sent,adjacent_overlap_fw_sent_div_seg,adjacent_overlap_binary_fw_sent,adjacent_overlap_2_fw_sent,adjacent_overlap_2_fw_sent_div_seg,adjacent_overlap_binary_2_fw_sent,adjacent_overlap_noun_sent,adjacent_overlap_noun_sent_div_seg,adjacent_overlap_binary_noun_sent,adjacent_overlap_2_noun_sent,adjacent_overlap_2_noun_sent_div_seg,adjacent_overlap_binary_2_noun_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_2_verb_sent,adjacent_overlap_2_verb_sent_div_seg,adjacent_overlap_binary_2_verb_sent,adjacent_overlap_adj_sent,adjacent_overlap_adj_sent_div_seg,adjacent_overlap_binary_adj_sent,adjacent_overlap_2_adj_sent,adjacent_overlap_2_adj_sent_div_seg,adjacent_overlap_binary_2_adj_sent,adjacent_overlap_adv_sent,adjacent_overlap_adv_sent_div_seg,adjacent_overlap_binary_adv_sent,adjacent_overlap_2_adv_sent,adjacent_overlap_2_adv_sent_div_seg,adjacent_overlap_binary_2_adv_sent,adjacent_overlap_pronoun_sent,adjacent_overlap_pronoun_sent_div_seg,adjacent_overlap_binary_pronoun_sent,adjacent_overlap_2_pronoun_sent,adjacent_overlap_2_pronoun_sent_div_seg,adjacent_overlap_binary_2_pronoun_sent,adjacent_overlap_argument_sent,adjacent_overlap_argument_sent_div_seg,adjacent_overlap_binary_argument_sent,adjacent_overlap_2_argument_sent,adjacent_overlap_2_argument_sent_div_seg,adjacent_overlap_binary_2_argument_sent,syn_overlap_sent_noun,syn_overlap_sent_verb,syn_overlap_para_noun,syn_overlap_para_verb,lsa_1_all_sent,lsa_2_all_sent,lsa_1_all_para,lsa_2_all_para,lda_1_all_sent,lda_2_all_sent,lda_1_all_para,lda_2_all_para,word2vec_1_all_sent,word2vec_2_all_sent,word2vec_1_all_para,word2vec_2_all_para,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective,pronoun_density,pronoun_noun_ratio,repeated_content_lemmas,repeated_content_and_pronoun_lemmas
review_t1_cfvf6rm.txt,0.13636363636363635,1.0,0.3333333333333333,0.3,1.5,0.5,0.15384615384615385,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3333333333333333,0.3333333333333333,0.2,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2576001098886371,0.4650133131132512,0.3575287325885568,0,0.8230003366379393,0.8405489365412513,0.9873454794424011,0,0.5832462173060367,0.589340394103711,0.4944232001279715,0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.14814814814814814,0.14814814814814814
review_t1_coiju8p.txt,0.21296296296296297,5.75,0.75,0.3106796116504854,10.666666666666666,1.0,0.16393442622950818,2.5,0.75,0.21052631578947367,4.0,1.0,0.2765957446808511,3.25,0.5,0.43478260869565216,6.666666666666667,1.0,0.21428571428571427,1.5,0.75,0.3333333333333333,2.6666666666666665,1.0,0.15789473684210525,0.75,0.5,0.15789473684210525,1.0,0.6666666666666666,0.1,0.25,0.25,0.1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.625,1.6666666666666667,0.6666666666666666,0.21212121212121213,1.75,0.75,0.3793103448275862,3.6666666666666665,1.0,2.0,1.75,4.0,3.5,0.3980903597572879,0.7188203683386577,0.6349767067011591,0.7618041278013227,0.9976001711174214,0.9990547145828029,0.9983854721278328,0.9999423986001361,0.8426256069526643,0.8181689404681448,0.8624438124786415,0.7960310224673461,0.043478260869565216,0.037267080745341616,0.006211180124223602,0.037267080745341616,0.0,0.031055900621118012,0.024844720496894408,0.0,0.0,0.012422360248447204,0.024844720496894408,0.012422360248447204,0.09937888198757763,0.055900621118012424,0.012422360248447204,0.043478260869565216,0.055900621118012424,0.049689440993788817,0.024844720496894408,0.012422360248447204,0.006211180124223602,0.006211180124223602,0.062111801242236024,0.018633540372670808,0.07453416149068323,0.09937888198757763,0.4444444444444444,0.2670807453416149,0.36024844720496896
review_t1_ck9rr1o.txt,0.07894736842105263,0.75,0.25,0.22727272727272727,1.6666666666666667,0.3333333333333333,0.0625,0.25,0.25,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.125,0.75,0.25,0.35714285714285715,1.6666666666666667,0.3333333333333333,0.09090909090909091,0.25,0.25,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.25,0.25,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.10114507090770687,0.7705919163133318,0.08371506252129948,0,0.8575507252128607,0.8039673930528682,0.8686253190007289,0,0.8028543257426956,0.841134174696365,0.16714626358864565,0,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.0,0.0,0.017241379310344827,0.017241379310344827,0.13793103448275862,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.0,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.06896551724137931,0.06896551724137931,0.3333333333333333,0.05172413793103448,0.08620689655172414
review_t1_cdbkk2l.txt,0.18269230769230768,3.8,1.0,0.25882352941176473,5.5,1.0,0.1206896551724138,1.4,0.8,0.17391304347826086,2.0,0.75,0.2608695652173913,2.4,1.0,0.358974358974359,3.5,1.0,0.2,1.0,0.6,0.25,1.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.2,0.2,0.16666666666666666,0.25,0.25,0.09090909090909091,0.2,0.2,0.2222222222222222,0.5,0.25,0.125,0.2,0.2,0.14285714285714285,0.25,0.25,0.1875,1.2,0.6,0.23076923076923078,1.5,0.75,1.0,0.2,3.0,2.0,0.5381762938021091,0.7310771460094423,0.665925929783789,0.7974212632688853,0.9707290663587493,0.9691971502310752,0.9989145092302629,0.998595975725586,0.8831173663140373,0.9010953928847671,0.912869851780538,0.9119989951859878,0.04430379746835443,0.0379746835443038,0.0,0.012658227848101266,0.012658227848101266,0.03164556962025317,0.03164556962025317,0.0,0.02531645569620253,0.03164556962025317,0.0379746835443038,0.012658227848101266,0.10126582278481013,0.03164556962025317,0.0189873417721519,0.012658227848101266,0.04430379746835443,0.0379746835443038,0.03164556962025317,0.006329113924050633,0.006329113924050633,0.0,0.08860759493670886,0.006329113924050633,0.08860759493670886,0.056962025316455694,0.2903225806451613,0.2721518987341772,0.3227848101265823
review_t1_cbf56su.txt,0.09090909090909091,1.3076923076923077,0.6923076923076923,0.17613636363636365,2.5833333333333335,0.8333333333333334,0.020833333333333332,0.15384615384615385,0.15384615384615385,0.054945054945054944,0.4166666666666667,0.3333333333333333,0.16483516483516483,1.1538461538461537,0.6923076923076923,0.3058823529411765,2.1666666666666665,0.8333333333333334,0.04878048780487805,0.15384615384615385,0.15384615384615385,0.1,0.3333333333333333,0.25,0.0,0.0,0.0,0.045454545454545456,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.5,0.4166666666666667,0.08620689655172414,0.38461538461538464,0.38461538461538464,0.16071428571428573,0.75,0.5833333333333334,0.23076923076923078,0.0,0.42857142857142855,0.14285714285714285,0.15952584519455756,0.5510220383343453,0.17612767983927477,0.5600856202004341,0.8355753942133615,0.8911287993450238,0.9313913176799885,0.9869014480890859,0.799173379490289,0.8461982412889749,0.7816674273185176,0.8213307460954603,0.03286384976525822,0.009389671361502348,0.018779342723004695,0.028169014084507043,0.004694835680751174,0.004694835680751174,0.03286384976525822,0.004694835680751174,0.004694835680751174,0.018779342723004695,0.03286384976525822,0.004694835680751174,0.07042253521126761,0.023474178403755867,0.014084507042253521,0.009389671361502348,0.03286384976525822,0.06103286384976526,0.023474178403755867,0.004694835680751174,0.014084507042253521,0.009389671361502348,0.056338028169014086,0.023474178403755867,0.07042253521126761,0.028169014084507043,0.13333333333333333,0.15492957746478872,0.1643192488262911
review_t1_cbvdl8d.txt,0.20496894409937888,4.125,0.875,0.3333333333333333,7.0,1.0,0.10989010989010989,1.25,0.5,0.15476190476190477,1.8571428571428572,0.8571428571428571,0.32857142857142857,2.875,0.875,0.5238095238095238,4.714285714285714,1.0,0.075,0.375,0.375,0.13513513513513514,0.7142857142857143,0.7142857142857143,0.18181818181818182,0.5,0.25,0.2631578947368421,0.7142857142857143,0.42857142857142855,0.06666666666666667,0.125,0.125,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.25,0.25,0.15384615384615385,0.2857142857142857,0.2857142857142857,0.1875,0.375,0.375,0.4666666666666667,1.0,0.7142857142857143,0.11320754716981132,0.75,0.5,0.20408163265306123,1.4285714285714286,0.8571428571428571,0.375,2.5,2.0,19.0,0.4395439992899051,0.7243954300449147,0.441694737494766,0,0.8921228284052953,0.9051047198663239,0.9999904366372743,0,0.8161331455452436,0.8624300253823084,0.539553032764248,0,0.047619047619047616,0.03333333333333333,0.004761904761904762,0.01904761904761905,0.009523809523809525,0.03333333333333333,0.004761904761904762,0.0,0.004761904761904762,0.03333333333333333,0.03333333333333333,0.0,0.11904761904761904,0.023809523809523808,0.0,0.023809523809523808,0.0380952380952381,0.02857142857142857,0.014285714285714285,0.0,0.0,0.009523809523809525,0.0761904761904762,0.004761904761904762,0.06190476190476191,0.07142857142857142,0.36585365853658536,0.24761904761904763,0.3142857142857143
review_t1_ch6kqtm.txt,0.22727272727272727,6.666666666666667,1.0,0.37735849056603776,10.0,1.0,0.11538461538461539,2.0,1.0,0.20689655172413793,3.0,1.0,0.3783783783783784,4.666666666666667,1.0,0.56,7.0,1.0,0.12903225806451613,1.3333333333333333,1.0,0.3125,2.5,1.0,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.125,0.3333333333333333,0.3333333333333333,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,0.1388888888888889,1.6666666666666667,1.0,0.3684210526315789,3.5,1.0,2.0,0.3333333333333333,9.0,0.0,0.6020025340672543,0.817961174194759,0.7444164251939943,0,0.9688213109321749,0.957644050242251,0.9416809437234789,0,0.8655716436855941,0.8434717389307747,0.717008007797824,0,0.029197080291970802,0.029197080291970802,0.0,0.0364963503649635,0.0,0.021897810218978103,0.021897810218978103,0.0072992700729927005,0.0,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,0.145985401459854,0.021897810218978103,0.0072992700729927005,0.014598540145985401,0.0364963503649635,0.043795620437956206,0.014598540145985401,0.014598540145985401,0.021897810218978103,0.0,0.051094890510948905,0.014598540145985401,0.06569343065693431,0.0364963503649635,0.12195121951219512,0.1678832116788321,0.19708029197080293
review_t1_cejcmvb.txt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.04869584670139422,0,0,0,0,0,0,0,0.17560300534033582,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.0
review_t1_cfgc1vs.txt,0.17940199335548174,4.153846153846154,0.7692307692307693,0.259927797833935,6.0,0.9166666666666666,0.12280701754385964,1.6153846153846154,0.6153846153846154,0.16455696202531644,2.1666666666666665,0.75,0.24060150375939848,2.4615384615384617,0.6153846153846154,0.36885245901639346,3.75,0.8333333333333334,0.1111111111111111,0.6153846153846154,0.46153846153846156,0.16176470588235295,0.9166666666666666,0.5833333333333334,0.22916666666666666,0.8461538461538461,0.6153846153846154,0.25,0.9166666666666666,0.6666666666666666,0.02857142857142857,0.07692307692307693,0.07692307692307693,0.03225806451612903,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.10526315789473684,0.16666666666666666,0.16666666666666666,0.21428571428571427,0.46153846153846156,0.38461538461538464,0.4230769230769231,0.9166666666666666,0.5833333333333334,0.14893617021276595,1.0769230769230769,0.6153846153846154,0.22727272727272727,1.6666666666666667,0.8333333333333334,0.9230769230769231,1.1538461538461537,2.0,4.25,0.3924607443215061,0.7372638357493035,0.4115192855132538,0.5433479289854845,0.9599770667563067,0.9768955150920821,0.9825669213486586,0.9842046917962345,0.8851428150854226,0.9036250478025757,0.8419535583752262,0.880046240599962,0.03307888040712468,0.03307888040712468,0.0,0.022900763358778626,0.0,0.022900763358778626,0.04071246819338423,0.002544529262086514,0.010178117048346057,0.0,0.030534351145038167,0.015267175572519083,0.061068702290076333,0.017811704834605598,0.002544529262086514,0.015267175572519083,0.035623409669211195,0.05089058524173028,0.02544529262086514,0.015267175572519083,0.002544529262086514,0.0,0.06361323155216285,0.015267175572519083,0.07124681933842239,0.03307888040712468,0.14606741573033707,0.25699745547073793,0.2824427480916031
review_t1_calzte4.txt,0.391304347826087,4.5,1.0,0.375,3.0,1.0,0.4166666666666667,2.5,1.0,0.5,2.0,1.0,0.36363636363636365,2.0,1.0,0.25,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0,0.0,0.0,0.4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0.7323532659513959,0.62767858024837,0,0,0.9983122037588423,0.9999384279168946,0,0,0.7323767724530957,0.45520363165214905,0,0,0.03508771929824561,0.03508771929824561,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.017543859649122806,0.03508771929824561,0.05263157894736842,0.10526315789473684,0.03508771929824561,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.0,0.017543859649122806,0.0,0.017543859649122806,0.05263157894736842,0.017543859649122806,0.05263157894736842,0.07017543859649122,0.5714285714285714,0.22807017543859648,0.2631578947368421
